interviewernumber	questionnairecode	Age	gender	race	howlong	own_rent	adults	adultsemployed	householdincome	personalincome	originalstratum	howclosepicture	howclosewords	inf_stlmnt_accuracy	residence_accuracy	crowflies_address_indicatedinfstlmnt	crowflies_indicatedaddress_indicatedinfstlmnt	crowflies_address_infstlmnt	crowflies_indicatedaddress_infstlmnt	byroad_address_indicatedinfstlmnt	byroad_indicatedaddress_indicatedinfstlmnt	byroad_address_infstlmnt	byroad_indicatedaddress_infstlmnt	hve_fence	hve_razorwire	hve_electricfence	hve_burglarbars	hve_dogs	hve_alarm	hve_armedrespnse	hve_camera	other	want_fence	want_razorwire	want_electricfence	want_burglarbars	want_dogs	want_alarm	want_armedrespnse	want_camera	other_A	cnt_avd1	cnt_avd2	cnt_avd3	cnt_avd4	SJ1	SJ2	SJ3	SJ4	Thrt_Phy1	Thrt_Phy2	Thrt_Phy3	Thrt_Rce1	Thrt_Rce2	Thrt_Rce3	Thrt_Rce4	Thrt_Sym1	Thrt_Sym2	Thrt_Sym3	Thrt_Sym4	Thrt_Sym5	Idnt_In1	Idnt_In2	Idnt_In3	Idnt_Nd1	Idnt_Nd2	Idnt_Nd3	Att_IS1	Att_IS2	Att_IS3	Att_IS4	Att_IS5	Att_B1	Att_B2	Att_B3	Att_B4	Att_B5	PA1	PA2	PA3	PA4	Cnt_IS_see	Cnt_IS_hear	Cnt_IS_smell	Cnt_qnt_B	Cnt_qnt_IS	Cnt_pos_B	Cnt_neg_B	Cnt_pos_IS1	Cnt_Qul_IS1	Cnt_Qul_IS2	Cnt_Qul_IS3	Cnt_neg_IS1	Cnt_neg_IS2	Cnt_neg_IS3	Cnt_Ex_B1	Cnt_Ex_B2	Cnt_Ex_IS1	Cnt_Ex_IS2	PD_I_D	PD_N_D	PD_B_D	PD_Is_D	PD_I_F	PD_N_F	PD_B_F	PD_Is_F	Emot_Is_D1	Emot_Is_D2	Emot_Is_D3	Emot_Is_G1	Emot_Is_G2	Emot_Is_G3	Emot_Is_G4	Emot_Is_G5	Emot_Is_G6	Emot_Is_G7	Emot_Is_G8	CA_Is1	CA_Is2	CA_B1	CA_B2	Solidar1	Solidar2	Empath1	Empath2	Empath3	Empath4	Empth_P1	Empth_P2	Empth_P3	Domestic	Domes_PtFt	Dom_Is	Dom_Att1	Dom_Att2	Gardner	Gardn_PtFt	Gardn_Is	Gardn_Att1	Gardn_Att2	cnt_avd	SysJus	Thrt_Phy	Thrt_Rce	Thrt_Sym	Idnt_In	Idnt_Nd	Prej_IS	Prej_B	PolAtt	Cnt_Qul_IS	Cnt_neg_IS	PDisc_I	PDisc_Is	Emot_Is_D	Emot_Is_G	Emot_IS_G_Angry	Emot_IS_G_Repuls	ColAct_Is	ColAct_B	Solidar	Empath	Dom_Relat	Gardn_Relat	Cnt_IS_Visceral	CNT_Physical	CNT_Qaulity	CNT_Quantity	CNT_Extended	Distance.SelfReport	group_meansplit_crwofliesdistance
2	E47	52	 	2	26	0	3	1	16	16	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	 	0	1	1	0	0	0	1	1	 	3	3	3	3	1	1	3	3	3	3	4	2	2	2	2	3	1	2	2	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	3	3	3	4	1	1	0	4	3	4	1	3	 	 	 	1	 	2	 	 	 	 	2	3	2	2	3	3	4	3	 	 	 	3	3	 	 	 	 	 	 	3	3	4	3	 	3	3	3	3	 	 	 	 	0	0	1	8	8	1	 	 	 	 	3	2.33333333333333	3.33333333333333	2	2.4	4	4	 	 	3.25	 	1	2.5	2.5	 	.75	 	 	3	3.5	1.5	2.25	8	 	2	 	 	 	 	.5	1
2	E45	40	1	2	25	1	3	2	8	8	3	8	4	0	0	843.2	843.2	843.2	843.2	1326.72	1326.72	1326.72	1326.72	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	1	 	0	0	4	4	3	1	1	2	4	4	4	4	1	1	3	4	1	3	2	1	4	4	4	4	4	4	5	5	5	7	0	5	2	0	8	2	4	4	4	4	0	0	0	4	1	3	1	1	2	2	2	0	0	2	10	3	0	0	2	2	3	3	2	2	2	2	1	1	1	4	4	4	4	1	1	1	1	2	2	2	2	3	3	3	3	2	2	3	3	3	1	 	 	 	 	1	 	 	 	 	2	1.33333333333333	4	2.25	2.2	4	4	4.4	3.4	4	2	.666666666666667	2	2.5	1	2.5	1.6568151936102	-1.9539278489773	2	2	3	2.5	 	 	0	2.50545635040261	.104194885152896	-.157963723313313	-.0166797676722275	8	2
2	B89	33	1	2	7	1	4	2	16	16	3	4	2	1	0	1091.2	1091.2	440.07	440.07	1328.34	1328.34	944.25	944.25	0	0	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	 	0	2	2	4	3	0	1	3	3	3	2	2	3	4	4	4	4	4	2	4	4	4	4	4	4	4	8	9	9	9	9	 	 	 	 	 	4	4	4	4	0	0	0	4	1	2	2	0	0	0	0	0	0	4	10	3	2	1	4	4	0	0	4	0	2	2	0	0	0	4	4	4	4	4	4	4	4	2	2	2	1	3	3	2	2	2	2	1	1	3	1	 	 	 	 	1	 	 	 	 	2	1.33333333333333	2.66666666666667	3.25	3.6	4	4	8.8	 	4	0	1.33333333333333	4	1	0	4	.459640194724626	1.03215258825581	2	1.5	3	2	 	 	0	1.23077959441599	-1.47755264913824	-.493659120722266	.60857510046028	4	2
2	B82	40	0	2	20	0	2	1	 	 	3	6	 	1	1	 	 	 	 	 	 	 	 	1	1	0	1	1	1	1	1	 	0	0	1	0	0	0	0	0	 	2	2	3	4	0	0	0	3	4	4	4	1	4	0	0	0	4	1	1	4	4	4	3	4	0	2	3	2	4	5	0	0	0	0	0	0	4	3	0	0	0	1	0	4	3	4	1	3	1	3	3	1	2	2	 	4	 	4	3	4	3	3	4	3	3	3	2	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	 	 	 	 	 	0	1	0	9	9	2.75	1	4	1.25	2	3.66666666666667	2	2.8	0	1.75	2.33333333333333	1.66666666666667	3.5	3	2	2	-1.30290089198184	.196718928576103	4	4	4	4	 	9	1	 	 	 	 	3	 
2	B79	55	0	2	30	0	2	1	 	12	3	8	2	1	0	1376.4	1376.4	581.41	581.41	1394.11	1394.11	819.81	819.81	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	3	1	2	3	3	2	3	2	3	1	2	2	2	2	1	2	4	4	3	4	4	4	8	 	 	 	0	 	 	0	 	 	3	3	2	3	0	0	0	3	2	3	1	1	2	3	3	0	0	0	 	2	 	2	 	2	3	2	2	2	2	2	 	 	2	 	 	4	 	 	 	 	 	2	2	3	3	3	3	2	2	3	3	2	1	2	 	 	 	 	 	0	1	0	9	9	0	2	2.66666666666667	2	1.8	3.66666666666667	4	1.6	0	2.75	2.66666666666667	0	1	2	.666666666666667	.5	 	 	2	3	3	2.5	 	9	0	1.36364824479228	.489575496538303	-.652227895251776	.500647626795569	6	2
2	B77	 	0	2	36	0	2	1	9	 	3	2	1	1	1	868	954.8	391.61	416.24	1435.57	1368.94	637.74	680.72	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	0	 	3	3	4	4	4	3	3	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	9	9	9	9	9	4	4	4	4	9	4	4	4	4	1	1	0	3	3	2	3	2	0	0	1	2	3	2	 	2	 	0	4	4	2	2	4	1	4	1	4	 	 	 	 	4	 	 	 	 	 	3	3	3	3	3	3	3	3	3	1	3	1	1	1	 	 	 	 	 	 	 	 	 	3.5	2	4	4	4	4	4	9	5	4	.333333333333333	2.33333333333333	4	1.5	1.33333333333333	.5	 	 	3	3	3	2.5	 	 	2	.14002182776009	-1.12941065280702	.71639712534825	-.70690286197399	2	2
2	B76	18	0	2	40	0	9	3	17	 	3	 	2	0	1	494.42	434	494.42	434	788.53	792.04	788.53	792.04	1	0	0	1	0	0	0	0	 	0	1	1	0	0	1	1	1	 	0	0	0	2	4	1	1	2	3	3	3	2	3	3	3	3	2	3	3	3	4	4	3	3	3	3	5	5	5	9	5	2	3	1	4	5	4	3	3	4	0	0	0	4	4	2	1	2	2	2	2	1	1	1	 	2	 	0	4	3	1	1	3	1	3	3	2	2	2	0	1	4	2	0	0	0	1	2	2	2	1	2	3	2	2	3	3	2	2	2	1	 	 	 	 	1	 	 	 	 	.5	1.33333333333333	3	2.75	2.8	3.66666666666667	3	5.8	3	3.5	2	1	3.5	2	2	1	-.779745858703281	-1.54942301712796	2	1.5	2.5	2.5	 	 	0	 	 	 	 	2	2
2	B75	26	0	2	40	0	2	1	 	 	2	1	0	0	1	105.4	 	105.4	105.4	410.17	 	410.17	 	0	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	1	 	0	0	0	4	0	0	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	8	9	7	9	8	8	7	8	8	9	0	3	3	4	1	0	0	3	4	2	4	4	2	1	1	4	3	4	 	2	 	3	2	2	4	4	4	0	4	0	4	 	 	4	 	 	 	 	 	 	 	1	4	1	4	3	2	3	4	4	3	3	0	4	1	 	 	 	 	1	 	 	 	 	1	.666666666666667	4	4	4	4	4	8.2	8	2.5	1.33333333333333	3.66666666666667	3	2	1.33333333333333	.5	 	 	2.5	2.5	2.5	3.5	 	 	1	-.504402116311893	-.865056436841066	1.78769685527578	.267472260763172	.5	1
2	B72	52	0	2	40	0	2	1	16	16	2	6	1	0	1	198.4	334.8	198.4	334.8	436.64	421.29	436.64	421.29	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	1	 	0	0	0	0	4	1	1	1	2	1	1	3	3	3	1	1	1	3	1	3	4	4	3	3	3	3	5	5	5	5	5	0	0	0	0	0	1	4	3	3	1	1	0	4	2	4	1	2	2	2	2	2	0	0	40	4	10	1	4	4	2	2	4	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	1	9	9	1	 	 	 	 	0	1	1.33333333333333	2.5	1.8	3.66666666666667	3	5	0	2.75	2	.666666666666667	4	2.5	0	0	-3.0654419786883	-.638714731103601	3	3	3	3	9	 	2	.0911896858216895	.964109686726589	.318550525052416	.477912616307625	4	1
8	H41	56	0	2	10	0	2	1	6	 	2	 	 	0	1	217	155	217	155	360.49	245.94	360.49	245.94	0	1	0	1	0	0	0	0	 	0	0	0	0	0	1	0	0	 	2	2	2	2	1	1	3	1	4	4	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	 	 	4	 	4	 	 	4	 	3	3	3	3	1	0	0	2	2	1	2	1	1	1	2	2	2	3	2	1	 	0	3	3	3	3	3	2	3	3	1	 	 	4	4	4	4	4	4	 	 	2	2	2	2	2	2	3	3	3	3	1	1	1	1	 	 	 	 	1	 	 	 	 	2	1.66666666666667	4	3	3	4	4	1.6	1.6	3	1.33333333333333	2.33333333333333	3	3	.333333333333333	3	 	 	2	2	2	3	 	 	1	 	 	 	 	 	1
8	H15	26	1	2	16	0	4	2	16	 	3	 	 	1	1	372	824.6	325.95	586.32	858.14	1747.54	463.71	713.87	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	 	2	2	2	2	1	1	1	1	3	3	3	2	2	2	2	3	3	3	3	3	4	4	4	4	4	4	2	 	 	2	 	2	 	 	2	 	3	3	3	3	0	0	0	2	2	2	2	2	2	2	2	2	2	2	 	0	 	0	3	3	2	3	3	2	3	2	0	 	 	4	4	4	4	4	4	 	 	1	1	1	1	2	2	3	3	3	3	1	1	1	1	 	 	 	 	1	 	 	 	 	2	1	3	2	3	4	4	.8	.8	3	2	2	3	2.5	0	3	 	 	1	1	2	3	 	 	0	 	 	 	 	 	2
8	H10	29	1	2	 	0	5	3	16	 	1	 	 	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	 	2	2	2	2	3	1	1	1	3	3	4	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	5	 	 	5	 	5	 	 	5	 	4	4	4	4	1	0	0	2	3	2	2	2	1	1	1	2	2	3	4	1	 	0	3	3	3	3	3	3	3	3	1	 	 	3	3	3	3	3	 	 	 	3	3	3	3	3	3	3	3	3	3	2	2	2	1	 	 	 	 	1	 	 	 	 	2	1	3.33333333333333	2	3.6	4	4	2	2	4	1	2.33333333333333	3	3	.333333333333333	1.875	 	 	3	3	3	3	 	 	1	 	 	 	 	 	1
8	H31	44	0	2	12	0	3	1	 	 	2	 	 	0	1	297.6	471.2	297.6	471.2	316.62	610.86	316.62	610.86	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	0	 	1	2	2	2	2	1	2	1	4	4	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	 	 	 	0	 	 	 	 	2	 	4	4	4	4	0	0	0	2	2	2	2	1	1	1	1	2	2	4	 	0	 	0	3	2	2	2	3	3	3	3	 	2	 	 	 	4	 	 	4	 	 	1	1	1	1	3	3	3	3	3	3	1	1	 	0	1	1	7	7	1	 	 	 	 	1.75	1.33333333333333	4	3	3.2	4	4	0	.4	4	1	2.66666666666667	3	2.5	.666666666666667	1	 	 	1	1	3	3	7	 	0	 	 	 	 	 	2
8	H12	33	0	2	14	0	4	2	11	 	3	8	2	0	0	446.4	446.4	446.4	446.4	623.16	623.16	623.16	623.16	1	0	0	1	1	0	0	0	 	0	0	0	0	0	0	0	0	 	1	1	1	2	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	8	8	3	5	 	 	 	1	 	3	3	3	3	0	0	0	2	2	1	2	1	2	2	2	2	2	3	 	0	 	0	3	3	3	3	4	3	3	3	1	 	 	4	 	 	4	 	 	 	 	2	2	2	2	 	 	3	3	3	3	1	1	3	0	1	1	7	7	1	 	 	 	 	1.25	1	4	4	4	4	4	6	.2	3	2	2.33333333333333	3.5	3	.333333333333333	1	 	 	2	2	 	3	7	 	0	.989144379828633	-.90889375312402	-.866599700653299	-1.36250691202854	6	2
8	I20	40	0	2	8	1	2	2	17	17	3	4	1	1	1	514.6	533.2	308.4	500.02	660.53	662.83	394.48	603.42	1	0	0	1	0	0	0	0	 	0	0	0	0	0	1	0	0	 	0	0	2	3	4	0	0	0	4	4	4	2	2	3	4	4	4	4	4	4	4	4	3	3	2	2	5	5	5	8	2	5	5	5	8	2	4	4	4	4	0	0	0	2	1	3	2	1	3	3	3	1	1	2	10	2	2	1	2	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	1	3	4	4	4	4	1	0	4	1	 	 	 	 	0	1	1	9	9	1.25	0	4	2.75	4	3.66666666666667	2.33333333333333	5	5	4	3	1.33333333333333	2.5	3	4	4	.459640194724626	1.03215258825581	0	0	2	4	 	9	0	.167822509336415	.187262018294146	-1.32616324811939	-.165170174381844	3	2
9	I33	32	1	2	1	1	2	2	 	 	2	 	0	0	1	111.6	37.2	111.6	37.2	110.27	54.61	110.27	54.61	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	 	0	0	2	2	0	2	4	2	4	3	4	2	4	4	4	3	2	4	4	3	4	4	4	4	4	4	4	3	5	2	1	2	3	1	0	4	2	4	2	4	1	1	0	4	3	4	1	2	4	3	3	0	0	1	15	4	0	0	4	3	1	4	4	0	4	2	3	1	3	3	3	3	2	3	2	0	2	2	0	2	1	2	4	3	2	2	2	4	4	2	1	 	 	 	 	 	 	 	 	 	1	2.66666666666667	3.66666666666667	3.5	3.2	4	4	3	2	3	3.33333333333333	.333333333333333	4	3	2.33333333333333	2.25	.0401727215612619	-.744182147360243	1	1.5	3	2.25	 	 	2	 	 	 	 	0	1
9	I27	48	0	2	 	0	3	2	16	16	2	5	0	0	1	186	136.4	186	136.4	256.51	131	256.51	131	1	0	0	1	0	0	0	0	 	0	0	1	0	0	0	0	0	 	1	1	1	1	4	0	0	2	3	3	4	3	4	4	4	4	4	4	4	4	4	0	2	1	1	1	5	8	7	9	9	6	6	6	9	5	4	4	4	4	0	1	0	3	1	3	2	2	3	3	3	1	1	3	8	4	0	0	3	4	4	4	4	1	3	2	3	2	2	3	3	4	4	4	2	2	2	0	0	1	0	4	4	3	1	4	4	0	0	0	1	 	 	 	 	1	 	 	 	 	1	.666666666666667	3.33333333333333	3.75	4	2	1	7.6	6.4	4	3	1.66666666666667	3.5	3	2.33333333333333	3	.638443353907483	-.386294248770677	0	.5	4	3	 	 	1	-.279338828008554	.46469458504118	-.576146321842257	.0863037132576961	2.5	1
9	I51	20	1	2	5	1	2	1	8	7	2	6	1	0	1	106.6	93	106.6	93	396.81	441.26	396.81	441.26	1	0	0	1	0	0	0	0	 	0	0	1	0	0	0	0	0	 	0	0	0	0	4	0	0	0	4	4	4	2	3	3	4	3	4	3	3	3	4	4	3	3	3	3	0	9	4	6	4	0	6	6	9	4	4	4	3	3	0	1	0	2	2	2	2	1	3	4	4	1	1	3	2	1	0	0	3	2	4	4	4	4	3	3	2	2	2	3	3	3	3	3	4	4	3	2	2	2	2	3	3	3	3	3	3	0	0	3	1	 	 	 	 	1	 	 	 	 	0	0	4	3	3.2	3.66666666666667	3	4.6	5	3.5	3.66666666666667	1.66666666666667	3.5	3.5	2	3.25	-.683092004313092	1.16704943798569	2	2	3	3	 	 	1	-.114594824192155	.112735718105131	-1.11042294008346	-.966682826259402	4	1
9	I16	41	0	2	14	0	3	2	16	16	3	8	3	0	1	830.75	868	830.75	868	1673.79	1646.46	1379.75	1367.35	1	1	0	1	0	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	2	1	3	2	2	1	1	4	1	3	3	3	4	4	4	4	4	4	4	4	4	 	 	 	 	 	 	 	 	 	 	0	4	4	4	0	0	0	4	2	2	0	2	3	3	3	0	0	1	10	3	10	3	4	3	0	0	3	0	3	2	1	1	1	4	4	2	2	2	0	0	0	3	2	2	2	0	1	1	2	1	1	0	1	3	 	 	 	 	 	 	 	 	 	 	0	2	1.66666666666667	2.25	3.6	4	4	 	 	3	3	.333333333333333	3.5	1	1	1.75	.756267976561872	-2.02195419493666	2.5	2	.5	1.25	 	 	0	2.21119878887593	.438490600287814	-.192610185012064	1.6401742737191	7	2
9	I88	33	0	2	9	0	2	2	9	5	2	4	1	0	1	288.01	419.68	288.01	419.68	372.33	535.64	372.33	635.64	0	1	0	1	0	0	0	0	 	1	0	0	0	1	1	1	1	 	1	1	2	2	3	1	1	2	3	3	3	2	2	1	1	3	1	2	1	2	3	3	3	3	3	4	6	4	6	8	7	2	3	1	3	3	2	2	2	3	0	0	0	2	2	2	2	1	2	1	1	2	3	2	11	3	0	0	2	2	1	1	2	3	3	1	1	1	1	1	2	2	2	2	2	1	1	2	2	2	1	2	3	3	3	3	2	0	1	3	1	 	 	 	 	 	 	 	 	 	1.5	1.33333333333333	3	1.5	1.8	3	3.33333333333333	6.2	2.4	2.25	1.33333333333333	2.33333333333333	2	1	1	1.625	-1.30609264156468	-.270791887754304	2	1.5	2.5	2.75	 	 	0	.170985339148811	-.827889507381262	-.854759033912585	-.245649637087431	3	2
9	I31	42	0	2	24	0	3	1	 	10	2	5	1	0	1	139.53	223.2	139.53	223.2	245.33	234.54	245.33	234.54	0	1	0	1	1	0	0	0	 	1	0	1	0	0	1	1	1	 	3	3	3	3	3	1	1	2	4	4	4	4	3	3	4	2	4	2	2	1	3	3	4	3	3	3	6	 	 	 	 	 	 	 	6	 	4	4	3	4	1	0	0	4	4	1	2	0	0	1	1	2	4	3	2	1	1	1	2	3	1	1	3	1	3	1	1	 	 	 	3	3	3	 	 	 	 	0	0	0	0	0	0	1	0	2	2	2	4	0	0	 	2	4	4	1	 	 	 	 	3	1.33333333333333	4	3.5	2.2	3.33333333333333	3	1.2	1.2	3.75	.666666666666667	3	2.5	1	.333333333333333	1.125	 	 	0	0	0	1.25	4	 	1	.0223641420629157	-1.72392515640527	.566710602654338	-.360411025341893	3.5	1
9	I45	54	1	2	30	0	4	2	9	9	3	3	1	1	0	719.2	719.2	128.24	128.24	1495.66	1495.66	987.76	987.76	1	0	0	1	1	1	1	0	 	0	0	1	0	0	0	0	1	 	2	2	1	3	2	1	1	1	4	4	4	4	4	4	3	3	3	2	2	2	4	4	3	2	2	2	 	 	7	 	 	 	6	 	 	 	3	2	3	3	0	1	1	3	3	3	2	2	2	2	2	2	3	3	16	3	0	0	3	3	2	3	4	1	3	2	 	 	2	2	 	 	2	 	 	2	 	2	2	2	2	2	2	2	2	2	2	2	1	3	0	1	1	6	6	1	 	 	 	 	2	1	4	3.75	2.4	3.66666666666667	2	1.4	1.2	2.75	2	2.66666666666667	3.5	2.5	.666666666666667	.75	 	 	2	2	2	2	6	 	2	.0757191327907895	-.186537724281371	.588073287854621	-.309404927558462	2.5	1
9	I69	46	1	2	16	0	1	1	17	4	2	6	2	0	1	173.6	55.8	173.6	55.8	210.7	63.44	210.7	63.44	0	1	0	1	1	0	0	0	 	1	1	1	1	0	0	0	1	 	3	3	3	4	3	1	1	0	4	4	4	2	4	2	3	4	4	3	2	4	4	4	4	4	4	3	7	5	3	8	9	4	5	7	8	3	4	3	4	4	0	0	0	3	2	1	2	0	0	1	0	3	2	3	2	1	0	0	3	3	0	1	2	2	3	3	3	3	3	2	2	2	1	0	1	1	1	3	4	2	2	1	1	3	3	1	3	1	3	1	1	 	 	 	 	1	 	 	 	 	3.25	.666666666666667	4	2.75	3.4	4	3.66666666666667	6.4	5.4	3.75	.333333333333333	2.66666666666667	2.5	2	3	1.25	-1.16353605289436	-.859736410932573	3.5	2	1	2.5	 	 	0	.416202555107588	-1.6145606280695	-.644278839254801	-1.00686484861153	5	1
3	C76	36	0	2	32	0	2	1	8	10	3	4	1	1	1	474.28	533.2	366.25	429.01	550.17	674.38	456.2	488.91	0	0	0	0	1	1	1	0	 	1	1	1	1	1	1	1	1	 	0	3	3	3	4	1	1	0	4	4	4	4	4	4	1	4	1	4	4	4	4	4	4	1	1	3	4	4	9	9	9	5	5	9	9	4	4	4	4	4	1	1	0	4	3	2	3	3	1	3	3	2	3	3	 	2	 	1	4	3	1	2	4	1	4	4	4	4	4	4	4	4	4	2	2	2	2	0	3	0	3	3	4	3	3	3	1	3	3	1	0	1	0	9	9	1	 	 	 	 	2.25	.666666666666667	4	3.25	3.4	4	1.66666666666667	7	6.4	4	2.33333333333333	2.66666666666667	4	3	4	3	1.25775686064834	-.958567703232929	1.5	1.5	3.5	2.5	9	 	2	.105409519465413	-.322950304266701	1.34064337295995	-.322961535115624	3	2
3	C57	35	0	2	13	0	7	4	 	 	3	7	2	1	1	638.41	700.6	375.6	367.33	920.86	772.34	566.2	455	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	1	1	2	2	3	1	3	3	1	1	1	1	3	1	1	1	1	3	3	3	4	4	4	4	4	4	7	7	7	9	5	5	5	5	5	3	4	4	4	4	1	0	0	2	1	2	1	2	3	3	3	1	1	1	 	2	 	0	3	3	0	2	3	0	3	2	3	2	2	4	4	2	2	1	1	0	0	3	3	0	0	0	0	1	1	0	0	1	1	1	0	1	1	9	9	1	 	 	 	 	1.5	2.33333333333333	1	1.5	2.2	4	4	7	4.6	4	3	1	3	2	2.33333333333333	1.75	.648550373382489	-1.92595315746752	3	0	0	.5	9	 	1	.551404738367552	.549019976785396	-1.35289888398048	-.631926638928788	5.5	2
3	C33	75	1	2	40	0	3	2	 	 	2	3	1	0	1	142.6	235.6	142.6	235.6	347.94	269.4	347.94	269.4	0	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	1	1	4	4	3	1	1	3	3	3	3	3	3	3	3	3	2	3	3	3	4	4	4	3	3	3	4	4	1	8	0	7	8	1	6	0	3	3	2	3	1	1	1	1	1	1	1	1	3	3	3	0	1	0	 	3	 	2	3	3	1	2	3	1	3	1	3	1	1	4	4	4	4	4	4	4	4	3	3	3	3	3	3	1	3	3	1	1	1	3	0	1	0	9	9	1	 	 	 	 	2.5	1.66666666666667	3	3	2.8	4	3	3.4	4.4	2.75	3	.333333333333333	3	1.5	1.66666666666667	4	.459640194724626	1.03215258825581	3	3	3	2	9	 	3	-.764630547030749	-.22055749266298	-2.78177445196991	1.31103627968497	2.5	1
3	C32	30	1	2	30	0	2	2	 	 	1	1	0	0	1	57.74	37.2	57.74	37.2	57.21	43.74	57.21	43.74	1	0	0	1	0	1	0	0	 	0	0	0	0	0	0	0	1	 	0	0	0	0	3	3	3	3	3	3	3	3	2	3	3	3	3	3	1	3	3	3	3	2	3	3	8	8	3	8	1	5	5	3	8	0	3	3	3	3	1	1	1	2	2	2	1	1	3	3	3	2	2	2	 	3	 	1	2	3	1	1	3	1	3	1	1	0	0	4	4	4	4	2	1	2	2	3	3	1	1	1	1	3	3	3	3	3	3	3	0	1	0	6	9	0	1	1	9	9	0	3	3	2.75	2.6	3	2.66666666666667	5.6	4.2	3	3	2	2.5	1	.333333333333333	2.875	1.36173693230468	-1.20733442018549	3	1	1	3	7.5	9	3	-1.36004210585588	-.0950284742808976	-1.47938134494645	.551601659511706	.5	1
3	E24	59	0	2	10	0	1	0	 	 	3	6	2	1	0	1339.2	1339.2	550.36	550.36	1339.2	1339.2	1086.06	1086.06	1	0	0	1	0	0	0	0	 	0	0	0	0	0	0	0	0	 	0	0	0	0	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	1	4	4	4	4	4	4	7	2	1	8	0	1	1	0	5	0	2	3	2	3	0	0	0	2	1	2	1	1	3	3	3	0	0	0	 	0	 	1	3	2	1	2	3	1	3	1	1	0	0	2	2	2	2	2	1	2	2	3	3	1	3	3	3	1	1	1	1	3	3	3	1	 	 	 	 	1	 	 	 	 	0	1	1	3	2.6	4	4	3.6	1.4	2.5	3	0	3	1.5	.333333333333333	1.875	-1.1989208203255	-.0520477883764552	3	2	3	1	 	 	0	1.24023904151322	.33309583768866	-1.69099112295167	-.655501637140905	5	2
3	C88	37	0	2	10	0	3	2	 	 	2	8	3	0	1	142	210.8	142	210.8	171.47	242.3	171.47	242.3	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	0	0	2	2	3	1	3	1	2	2	2	2	3	0	0	1	1	1	2	1	3	3	3	3	3	3	2	2	2	3	0	0	0	0	0	0	3	3	3	3	0	0	0	4	4	4	0	4	4	4	4	0	0	0	 	4	 	4	3	3	3	3	3	3	3	3	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	0	9	9	1	 	 	 	 	1	1.66666666666667	2	1.25	1.2	3	3	1.8	0	3	4	0	3	3	4	2	-1.30290089198184	.196718928576103	4	4	4	4	9	 	0	.521893455522233	2.60662212566869	1.15081930298885	1.36698189058362	7	1
3	C69	41	0	2	23	0	3	2	 	 	2	4	0	0	1	329.97	390.6	329.97	390.6	587.62	276.5	587.62	276.5	1	0	0	1	1	1	1	0	 	0	0	0	0	0	0	0	0	 	2	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	8	8	8	9	7	6	6	6	9	4	4	4	4	4	1	0	0	2	2	3	0	3	3	3	3	1	1	2	 	2	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	1	1	1	1	1	1	1	1	 	 	 	 	1	 	 	 	 	2.5	2.33333333333333	3	3	3	4	4	8	6.2	4	3	1.33333333333333	2	 	 	 	 	 	 	.5	3	1	 	 	1	-.173962330538013	1.31111743946975	-.734337134646096	-.343241396235589	2	2
